,name,rating,reviews,company-type,HQ,age,employees
8,Hitachi Systems ...,3.8,(461 Reviews),Private,"Chiyoda City,Tokyo + 62 more",31 years old,1k-5k Employees (India)
9,Sanden Vikas,3.8,(459 Reviews),Private,"Faridabad,Haryana + 17 more",40 years old,501-1k Employees (India)
10,DBS Bank,4.0,(459 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",7 years old,1k-5k Employees (India)
11,Jain Irrigation ...,4.1,(458 Reviews),Public,"Jalgaon,Maharashtra + 66 more",59 years old,10k-50k Employees (Global)
12,VVDN Technologie...,3.7,(458 Reviews),Private,Gurgaon + 23 more,15 years old,1k-5k Employees (India)
13,HT Media,3.8,(638 Reviews),Public,"Delhi/NCR,Delhi + 35 more",98 years old,1k-5k Employees (India)
14,Sadbhav Engineer...,4.4,(480 Reviews),Public,"Ahmedabad,Gujarat + 61 more",34 years old,1k-5k Employees (India)
15,Accel Frontline,3.7,(457 Reviews),Private,"Chennai,Tamil Nadu + 61 more",31 years old,51-200 Employees (India)
16,Jakson Group,3.9,(456 Reviews),Private,"Noida,Uttar Pradesh + 55 more",75 years old,1k-5k Employees (India)
17,RBL FinServe,4.2,(456 Reviews),4.2,4.2,4.2,4.2
18,Madras Cements,4.2,(455 Reviews),Public,"Chennai,Tamil Nadu + 62 more",61 years old,1k-5k Employees (India)
19,Aristo Pharmaceu...,4.2,(455 Reviews),Private,"Mumbai,Maharashtra + 57 more",51 years old,1k-5k Employees (India)
20,Meril Life Scien...,3.8,(455 Reviews),Private,"Vapi,Gujarat + 46 more",16 years old,1k-5k Employees (India)
21,TCS iON,3.8,(454 Reviews),3.8,3.8,3.8,3.8
22,Tradeindia.com,3.5,(454 Reviews),Private,"Noida,Uttar Pradesh + 35 more",26 years old,1k-5k Employees (India)
23,Eureka Outsourci...,3.4,(454 Reviews),Private,"Thane,Maharashtra + 12 more",20 years old,1k-5k Employees (India)
24,Teva Pharmaceuti...,4.3,(666 Reviews),Private,"Dublin,Dublin + 27 more",43 years old,1k-5k Employees (India)
25,Royal Caribbean ...,4.8,(611 Reviews),4.8,4.8,4.8,4.8
26,Parekh Integrate...,4.1,(453 Reviews),Private,"Mumbai,Maharashtra + 61 more",41 years old,1k-5k Employees (India)
27,Eveready Industr...,4.1,(452 Reviews),Public,"Kolkata,West Bengal + 49 more",88 years old,1k-5k Employees (India)
28,Atlas Copco,4.3,(451 Reviews),Public,"Nacka Municipality,Stockholm + 44 more",149 years old,1k-5k Employees (India)
29,SoftAge Informat...,4.4,(451 Reviews),Private,"Gurgaon/Gurugram,Haryana + 128 more",28 years old,1k-5k Employees (India)
0,Flash Electronic...,3.7,(451 Reviews),Private,"Pune,Maharashtra + 15 more",33 years old,1k-5k Employees (India)
1,Reliance Capital,4.0,(3.4k Reviews),Public,"Navi Mumbai,Maharashtra + 72 more",17 years old,1k-5k Employees (India)
2,Alok Industries,4.0,(449 Reviews),Public,"Mumbai,Maharashtra + 20 more",36 years old,1k-5k Employees (India)
3,United Alliance ...,4.8,(449 Reviews),4.8,4.8,4.8,4.8
4,Sonata Software,3.9,(448 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 9 more",36 years old,1k-5k Employees (India)
5,Tata AutoComp Sy...,4.0,(950 Reviews),Public,"Pune,Maharashtra + 17 more",24 years old,1k-5k Employees (India)
6,GVPR Engineers,4.3,(447 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 39 more",25 years old,501-1k Employees (India)
7,Episource,3.9,(447 Reviews),Private,"Gardena,California + 8 more",16 years old,1k-5k Employees (India)
8,Godfrey Phillips...,4.4,(446 Reviews),Public,"Delhi/NCR,New Delhi + 62 more",89 years old,1k-5k Employees (India)
9,Dodsal Engineeri...,4.2,(446 Reviews),Conglomerate,"Dubai,Dubai + 27 more",39 years old,501-1k Employees (India)
10,CenturyPly,4.0,(445 Reviews),Public,"Kolkata,West Bengal + 64 more",36 years old,1k-5k Employees (India)
11,United Spirits,4.0,(445 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 82 more",25 years old,5k-10k Employees (Global)
12,Coforge,3.8,(445 Reviews),3.8,3.8,3.8,3.8
13,Genius Consultan...,3.9,(444 Reviews),Private,"Kolkata,West Bengal + 58 more",29 years old,201-500 Employees (India)
14,Shriram General ...,3.7,(444 Reviews),Private,"Jaipur,Rajasthan + 109 more",14 years old,10k-50k Employees (India)
15,United Breweries,4.1,(508 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 60 more",165 years old,1k-5k Employees (India)
16,OCS Group,3.9,(443 Reviews),Private,"Mumbai,Maharashtra + 40 more",26 years old,10k-50k Employees (India)
17,Ageas Federal Li...,3.7,(442 Reviews),Private,"Mumbai,Maharashtra + 99 more",14 years old,501-1k Employees (India)
18,Varroc Polymers,3.9,(442 Reviews),Private,"Aurangabad,Maharashtra + 26 more",27 years old,10k-50k Employees (Global)
19,AVEVA,4.3,(441 Reviews),Private,"Cambridge,Cambridgeshire + 8 more",55 years old,1k-5k Employees (India)
20,Sykes Business S...,3.4,(441 Reviews),Private,"Tampa,Florida + 12 more",45 years old,501-1k Employees (India)
21,Atos Global IT S...,4.1,(441 Reviews),4.1,4.1,4.1,4.1
22,Navayuga Enginee...,4.1,(439 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 44 more",123 years old,501-1k Employees (India)
23,Sintex Industrie...,4.2,(437 Reviews),Public,"Kalol,Gujarat + 51 more",91 years old,1k-5k Employees (India)
24,Altruist Technol...,3.1,(437 Reviews),Private,"Chandigarh,Union Territory Of Chandigarh + 18 more",17 years old,51-200 Employees (India)
25,MakeMyTrip,3.9,(7.1k Reviews),Public,"Gurgaon,Haryana + 34 more",22 years old,1k-5k Employees (India)
26,Quatrro,3.2,(436 Reviews),Private,Gurgaon + 5 more,17 years old,1k-5k Employees (India)
27,Orient Craft,4.1,(436 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",46 years old,1k-5k Employees (India)
28,Indegene,3.9,(435 Reviews),Private,Princeton + 15 more,24 years old,1k-5k Employees (India)
29,Medha Servo Driv...,4.2,(435 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 29 more",38 years old,501-1k Employees (India)
0,Inox Wind,3.6,(435 Reviews),Public,"Noida,Uttar Pradesh + 30 more",13 years old,5k-10k Employees (Global)
1,Uber,4.1,(496 Reviews),Public,"San Francisco,California + 35 more",13 years old,1k-5k Employees (India)
2,Mitsubishi Elect...,4.5,(436 Reviews),Private,"Chiyoda City,Tokyo + 37 more",101 years old,501-1k Employees (India)
3,Bridge & Roof Co,3.8,(434 Reviews),Central Public Sector Enterprises (CPSE),"Kolkata,West Bengal + 43 more",102 years old,1k-5k Employees (India)
4,T.v. Sundram Iye...,4.1,(9.1k Reviews),4.1,4.1,4.1,4.1
5,Canara Bank,3.7,(1.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 94 more",116 years old,50k-1 Lakh Employees (India)
6,Fidelity Investm...,4.3,(432 Reviews),4.3,4.3,4.3,4.3
7,Jacobs Engineeri...,3.9,(435 Reviews),Private,"Dallas,TX + 24 more",75 years old,201-500 Employees (India)
8,Apexon,3.3,(431 Reviews),3.3,3.3,3.3,3.3
9,Troikaa Pharmace...,4.0,(431 Reviews),Private,"Ahmedabad,Gujarat + 53 more",39 years old,1k-5k Employees (India)
10,OMICS Internatio...,2.7,(444 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",15 years old,51-200 Employees (India)
11,TietoEVRY,4.2,(430 Reviews),4.2,4.2,4.2,4.2
12,Vedanta Resource...,3.9,(2k Reviews),Public,London + 41 more,46 years old,1k-5k Employees (India)
13,Optum Global Sol...,3.9,(427 Reviews),3.9,3.9,3.9,3.9
14,R Systems Intern...,3.5,(427 Reviews),Public,"Folsom,California + 8 more",29 years old,1k-5k Employees (India)
15,Steag Energy Ser...,4.3,(426 Reviews),Private,"Essen,Essen + 27 more",22 years old,1k-5k Employees (India)
16,Secure Meters,4.2,(426 Reviews),Public,"Chandlers Ford,Eastleigh + 41 more",35 years old,1k-5k Employees (India)
17,Vivanta by Taj,4.3,(425 Reviews),Private,"Gurgaon/Gurugram,Haryana + 36 more",12 years old,1k-5k Employees (India)
18,Patra Corporatio...,3.9,(424 Reviews),Private,"El Dorado Hills,California + 8 more",17 years old,501-1k Employees (India)
19,Natco Pharma,4.0,(424 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 24 more",41 years old,5k-10k Employees (India)
20,ThyssenKrupp Ind...,4.1,(424 Reviews),Private,"Pune,Maharashtra + 26 more",75 years old,1k-5k Employees (India)
21,B. G. Shirke Con...,4.2,(423 Reviews),Private,"Pune,Maharashtra + 20 more",78 years old,1k-5k Employees (India)
22,Metropolis Healt...,4.2,(423 Reviews),Private,"Mumbai,Maharashtra + 57 more",42 years old,1k-5k Employees (India)
23,Vedanta Aluminiu...,4.0,(423 Reviews),Private,"Jharsuguda,Odisha + 20 more",19 years old,1k-5k Employees (India)
24,IHS Markit,4.1,(423 Reviews),Private,London + 11 more,63 years old,1k-5k Employees (India)
25,Redington,4.1,(423 Reviews),Public,"Dubai,Dubai + 46 more",23 years old,1k-5k Employees (India)
26,Visionet Systems,3.5,(423 Reviews),Private,"Cranbury,New Jersey + 7 more",27 years old,1k-5k Employees (India)
27,Quikr,3.7,(579 Reviews),Private,"Bangalore,Karnataka + 22 more",14 years old,501-1k Employees (India)
28,Amtek Auto,3.9,(422 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",37 years old,1k-5k Employees (India)
29,Dimension Data,3.9,(422 Reviews),Private,"Bryanston,Johannesburg + 46 more",39 years old,1k-5k Employees (India)
0,General Motors,4.4,(620 Reviews),Private,"Detroit,Michigan + 26 more",26 years old,1k-5k Employees (India)
1,Karur Vysya Bank,3.7,(421 Reviews),Public,"Karur,Tamil Nadu + 82 more",106 years old,5k-10k Employees (India)
2,Aarvi Encon,4.0,(421 Reviews),Public,"Mumbai,Maharashtra + 56 more",35 years old,1k-5k Employees (India)
3,SFO Technologies,3.6,(420 Reviews),Private,"Kochi/Cochin,Kerala + 13 more",32 years old,1k-5k Employees (India)
4,Sundaram Clayto...,4.1,(420 Reviews),Public,"Chennai,Tamil Nadu + 14 more",60 years old,1k-5k Employees (India)
5,Kurlon,4.3,(420 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 76 more",60 years old,1k-5k Employees (India)
6,NEC,4.1,(864 Reviews),Private,Tokyo + 28 more,123 years old,5k-10k Employees (India)
7,Ingram Micro,3.9,(465 Reviews),Private,"Irvine,California + 37 more",43 years old,1k-5k Employees (India)
8,Nippon Paint Ind...,4.0,(419 Reviews),Private,Osaka + 73 more,141 years old,501-1k Employees (India)
9,Uttam Galva Stee...,4.0,(419 Reviews),Public,"Mumbai,Maharashtra + 15 more",37 years old,1k-5k Employees (India)
10,Colliers Interna...,4.1,(418 Reviews),Private,Ontario + 22 more,27 years old,1k-5k Employees (India)
11,Adobe,4.2,(418 Reviews),Public,"San Jose,California + 9 more",25 years old,5k-10k Employees (India)
12,Eli Research,3.3,(418 Reviews),Private,Faridabad + 8 more,31 years old,501-1k Employees (India)
13,GirnarSoft,3.9,(751 Reviews),Private,"Jaipur,Rajasthan + 35 more",15 years old,1k-5k Employees (India)
14,GE Power,4.1,(569 Reviews),Public,"Schenectady,Düsseldorf + 40 more",30 years old,1k-5k Employees (India)
15,Godrej Agrovet,4.2,(417 Reviews),4.2,4.2,4.2,4.2
16,Reliance Power,4.1,(416 Reviews),Public,"Navi Mumbai,Maharashtra + 26 more",27 years old,1k-5k Employees (India)
17,Greenko Group,4.0,(416 Reviews),Private,Hyderabad + 34 more,18 years old,1k-5k Employees (India)
18,TNQ Books & Jour...,3.6,(416 Reviews),Private,Chennai + 4 more,24 years old,1k-5k Employees (India)
19,Birla Corporatio...,4.3,(703 Reviews),Public,"Kolkata,India + 76 more",103 years old,1k-5k Employees (India)
20,CALIBEHR,3.8,(414 Reviews),Private,"Mumbai,Maharashtra + 66 more",43 years old,1k-5k Employees (India)
21,Star Union Dai-i...,3.8,(414 Reviews),Private,"Navi Mumbai,Maharashtra + 101 more",13 years old,1k-5k Employees (India)
22,IMPACT Infotech,3.8,(414 Reviews),Private,"Pune,Maharashtra + 47 more",28 years old,501-1k Employees (India)
23,Morgan Stanley,3.9,(414 Reviews),Private,"New York,New York + 8 more",91 years old,5k-10k Employees (India)
24,Otis Elevator,4.2,(414 Reviews),Private,"Farmington,Connecticut + 43 more",169 years old,1k-5k Employees (India)
25,Ahluwalia Contra...,3.9,(414 Reviews),Public,"Delhi/NCR,New Delhi + 25 more",57 years old,5k-10k Employees (Global)
26,Vakrangee,3.5,(413 Reviews),Public,"Mumbai,Maharashtra + 71 more",32 years old,1k-5k Employees (India)
27,Glorious Insight,5.0,(413 Reviews),5.0,5.0,5.0,5.0
28,Unacademy,3.5,(486 Reviews),Private,"Bangalore,Karnataka + 31 more",7 years old,1k-5k Employees (India)
29,Dixon Technologi...,4.1,(412 Reviews),Public,"Noida,Uttar Pradesh + 20 more",29 years old,1k-5k Employees (India)
0,KIMS Hospital,4.0,(412 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 29 more",10 years old,1k-5k Employees (Global)
1,Defence Research...,4.4,(469 Reviews),Private,"Delhi/NCR,New Delhi + 32 more",64 years old,10k-50k Employees (India)
2,Power Grid Corpo...,4.6,(411 Reviews),Private,"Gurgaon/Gurugram,Haryana + 118 more",33 years old,5k-10k Employees (India)
3,ICA Edu Skills,3.7,(410 Reviews),Private,"Kolkata,West Bengal + 87 more",23 years old,1k-5k Employees (India)
4,Omaxe,4.0,(410 Reviews),Public,"Delhi/NCR,New Delhi + 18 more",33 years old,1k-5k Employees (India)
5,IFFCO,4.1,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 54 more",55 years old,10k-50k Employees (Global)
6,Wheels,4.2,(409 Reviews),Public,"Chennai,Tamil Nadu + 20 more",60 years old,1k-5k Employees (India)
7,HARMAN,3.9,(1.3k Reviews),Public,"Stamford,Connecticut + 12 more",13 years old,1k-5k Employees (India)
8,HFCL,4.2,(495 Reviews),Public,"Delhi/NCR,New Delhi + 69 more",35 years old,1k-5k Employees (India)
9,Minda Corporatio...,3.8,(408 Reviews),Public,Gurugram + 37 more,64 years old,1k-5k Employees (India)
10,Softenger,4.1,(408 Reviews),Private,"Pune,Maharashtra + 21 more",23 years old,501-1k Employees (India)
11,HPCL-Mittal Ener...,4.5,(407 Reviews),JV,"Noida,Uttar Pradesh + 15 more",15 years old,1k-5k Employees (India)
12,Visionary RCM In...,3.4,(407 Reviews),Private,"Chennai,Tamil Nadu + 7 more",16 years old,1k-5k Employees (Global)
13,DLF,4.1,(407 Reviews),Public,"Gurgaon/Gurugram,Haryana + 23 more",76 years old,1k-5k Employees (Global)
14,Ihg Group,4.2,(834 Reviews),Private,"Gurgaon/Gurugram,Haryana + 33 more",19 years old,501-1k Employees (India)
15,Sl Lumax,3.5,(406 Reviews),Public,"Sriperumbudur,Tamil Nadu + 11 more",25 years old,1k-5k Employees (India)
16,Holiday Inn,4.2,(406 Reviews),Private,"Memphis,Buckinghamshire + 42 more",70 years old,1k-5k Employees (India)
17,Magus Customer D...,3.6,(406 Reviews),Private,"Pune,Maharashtra + 15 more",33 years old,1k-5k Employees (Global)
18,Lumen Technologi...,3.8,(406 Reviews),3.8,3.8,3.8,3.8
19,Air India,3.8,(493 Reviews),Private,"Delhi/NCR,New Delhi + 36 more",92 years old,5k-10k Employees (Global)
20,Adarsh Credit Co...,4.1,(404 Reviews),4.1,4.1,4.1,4.1
21,ZTE Corporation,4.0,(404 Reviews),Private,"Shenzhen,Guangdong + 45 more",19 years old,1k-5k Employees (India)
22,Medusind Solutio...,4.0,(404 Reviews),Private,"Mumbai,Maharashtra + 5 more",20 years old,1k-5k Employees (India)
23,Tata Cummins,4.4,(404 Reviews),Private,"Pune,Maharashtra + 18 more",29 years old,5k-10k Employees (India)
24,Matrimony.com,3.7,(404 Reviews),Public,"Chennai,Tamil Nadu + 31 more",25 years old,1k-5k Employees (India)
25,McNally Bharat E...,4.0,(454 Reviews),Public,"Kolkata,West Bengal + 39 more",61 years old,1k-5k Employees (India)
26,Napino Auto & El...,4.1,(403 Reviews),Public,"Gurgaon/Gurugram,Haryana + 5 more",25 years old,1k-5k Employees (India)
27,JTEKT,4.1,(544 Reviews),Public,Osaka + 16 more,16 years old,1k-5k Employees (India)
28,QualityKiosk Tec...,3.9,(402 Reviews),Private,"Mumbai,Maharashtra + 9 more",22 years old,1k-5k Employees (India)
29,Star Cement,3.9,(402 Reviews),Public,"Kolkata,West Bengal + 32 more",21 years old,501-1k Employees (India)
0,Hikal,4.1,(401 Reviews),Private,"Mumbai,Maharashtra + 12 more",34 years old,1k-5k Employees (India)
1,Scope Internatio...,3.9,(401 Reviews),Private,Mannheim + 4 more,21 years old,201-500 Employees (Global)
2,OLX,4.1,(401 Reviews),Private,"Gurgaon,Haryana + 39 more",16 years old,1k-5k Employees (India)
3,Country Holidays...,4.6,(401 Reviews),Private,"Noida,Uttar Pradesh + 16 more",6 years old,501-1k Employees (India)
4,GKN,4.1,(401 Reviews),Private,"Redditch,Worcestershire + 20 more",37 years old,501-1k Employees (India)
5,ZF Steering Gear...,3.7,(401 Reviews),Public,"Pune,Maharashtra + 5 more",107 years old,501-1k Employees (India)
6,Genpact Headstro...,3.8,(508 Reviews),Private,"New Delhi,New Delhi + 12 more",24 years old,1k-5k Employees (India)
7,Denave,4.0,(400 Reviews),Private,"Noida,Uttar Pradesh + 49 more",23 years old,501-1k Employees (India)
8,nThrive Global S...,3.8,(400 Reviews),Private,Alpharetta + 7 more,19 years old,501-1k Employees (India)
9,Velocis Systems,4.1,(399 Reviews),Private,"Noida,Uttar Pradesh + 36 more",27 years old,1k-5k Employees (India)
10,Royal Sundaram G...,4.0,(399 Reviews),JV,"Chennai,Tamil Nadu + 74 more",21 years old,1k-5k Employees (India)
11,Asirvad Microfin...,4.0,(398 Reviews),Private,"Chennai,Tamil Nadu + 119 more",15 years old,5k-10k Employees (India)
12,Gharda Chemicals,4.2,(398 Reviews),Private,"Mumbai,Maharashtra + 33 more",55 years old,1k-5k Employees (India)
13,National Health ...,3.9,(397 Reviews),Private,"Guwahati,Assam + 134 more",17 years old,1 Lakh+ Employees (Global)
14,Tata Advanced Sy...,4.0,(397 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",15 years old,1k-5k Employees (India)
15,Caparo Engineeri...,3.9,(396 Reviews),3.9,3.9,3.9,3.9
16,Rodic Consultant...,4.3,(395 Reviews),Private,"Delhi/NCR,Delhi + 67 more",22 years old,1k-5k Employees (India)
17,Saud Bahwan Grou...,3.7,(395 Reviews),Private,Muscat + 15 more,47 years old,201-500 Employees (India)
18,VeeTechnologies,3.7,(395 Reviews),Private,New York + 12 more,22 years old,1k-5k Employees (India)
19,Tanishq,4.3,(393 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 104 more",28 years old,5k-10k Employees (Global)
20,WorleyParsons,3.8,(392 Reviews),Private,"North Sydney,North Sydney + 26 more",51 years old,1k-5k Employees (India)
21,Jaya Hind Indust...,3.7,(392 Reviews),Public,"Pune,Maharashtra + 12 more",75 years old,501-1k Employees (India)
22,Chetu,3.6,(391 Reviews),Private,"Plantation,Florida + 3 more",22 years old,1k-5k Employees (India)
23,IL&FS Engineerin...,4.5,(391 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 43 more",34 years old,1k-5k Employees (India)
24,Chennai Radha En...,4.1,(390 Reviews),Private,"Chennai,Tamil Nadu + 31 more",17 years old,5k-10k Employees (India)
25,VA Tech Wabag,3.9,(389 Reviews),Public,"Chennai,Tamil Nadu + 36 more",98 years old,1k-5k Employees (India)
26,Central Industri...,4.4,(389 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 53 more",53 years old,1 Lakh+ Employees (India)
27,Future Lifestyle...,4.2,(389 Reviews),Public,"Mumbai,Maharashtra + 50 more",10 years old,1k-5k Employees (India)
28,Athena BPO,3.3,(389 Reviews),Private,"Mumbai,Maharashtra + 18 more",3 years old,201-500 Employees (India)
29,Recpdcl.ltd,4.1,(389 Reviews),Private,"Noida,Uttar Pradesh + 51 more",15 years old,1k-5k Employees (Global)
0,AIIMS,4.2,(388 Reviews),4.2,4.2,4.2,4.2
1,L&T Power,4.0,(387 Reviews),4.0,4.0,4.0,4.0
2,TEKsystems,3.6,(387 Reviews),Private,"Hanover,Maryland + 7 more",39 years old,1k-5k Employees (India)
3,Advik Hi Tech,3.5,(387 Reviews),3.5,3.5,3.5,3.5
4,Xerox Technology...,3.9,(535 Reviews),Private,"Norwalk,Connecticut + 27 more",6 years old,501-1k Employees (India)
5,BASF,4.5,(481 Reviews),Private,Ludwigshafen + 50 more,79 years old,10k-50k Employees (India)
6,Kutumbh Care,4.1,(386 Reviews),Private,"Noida,Uttar Pradesh + 103 more",15 years old,5k-10k Employees (India)
7,Edubridge Learni...,4.0,(386 Reviews),Private,"Mumbai,Maharashtra + 56 more",13 years old,501-1k Employees (India)
8,Engineers India,4.4,(386 Reviews),Public,"Delhi/NCR,New Delhi + 43 more",57 years old,1k-5k Employees (India)
9,Biba Apparels,4.0,(386 Reviews),Private,Gurgaon + 62 more,36 years old,501-1k Employees (India)
10,Rao IIT Academy,3.7,(386 Reviews),Private,"Mumbai,Maharashtra + 19 more",8 years old,11-50 Employees (India)
11,Diageo,4.1,(839 Reviews),Public,London + 54 more,25 years old,1k-5k Employees (India)
12,Aparna Construct...,4.1,(385 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 21 more",26 years old,1k-5k Employees (India)
13,FirstCry,3.9,(385 Reviews),Private,"Pune,Maharashtra + 45 more",12 years old,1k-5k Employees (India)
14,Bses Rajdhani Po...,3.9,(557 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",21 years old,5k-10k Employees (Global)
15,Samasta Microfin...,4.2,(384 Reviews),Public,"Bangalore,Karnataka + 125 more",14 years old,1k-5k Employees (India)
16,Alshaya Group,4.2,(384 Reviews),Private,"Kuwait City,Kuwait + 18 more",132 years old,501-1k Employees (India)
17,Kalpataru Group,3.5,(384 Reviews),Private,"Mumbai,Maharashtra + 37 more",53 years old,1k-5k Employees (India)
18,Sandhar Technolo...,3.9,(383 Reviews),Public,"Gurgaon/Gurugram,Haryana + 23 more",35 years old,5k-10k Employees (India)
19,Cox & Kings,3.8,(501 Reviews),Private,"Mumbai,Maharashtra + 49 more",264 years old,1k-5k Employees (India)
20,Transsion,4.2,(382 Reviews),Public,Shenzhen + 46 more,16 years old,501-1k Employees (India)
21,Pratap Technocra...,3.9,(382 Reviews),Private,"Jaipur,Rajasthan + 72 more",24 years old,501-1k Employees (India)
22,HBL Global,4.1,(382 Reviews),Private,"Mumbai,Maharashtra + 71 more",22 years old,11-50 Employees (India)
23,Rallis India,4.4,(382 Reviews),Public,"Mumbai,Maharashtra + 60 more",74 years old,1k-5k Employees (India)
24,TVS Supply Chain...,4.0,(1.3k Reviews),4.0,4.0,4.0,4.0
25,Skipper,3.7,(381 Reviews),Public,"Kolkata,West Bengal + 35 more",41 years old,1k-5k Employees (India)
26,Amway India Ente...,4.2,(381 Reviews),Private,"Ada Township,Michigan + 69 more",27 years old,501-1k Employees (India)
27,Knorr-Bremse,4.1,(381 Reviews),Private,Munich + 16 more,9 years old,501-1k Employees (India)
28,Central Public W...,4.1,(380 Reviews),Private,"Delhi/NCR,New Delhi + 89 more",168 years old,10k-50k Employees (India)
29,Wipro Infrastruc...,3.9,(380 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 24 more",46 years old,1k-5k Employees (India)
0,Central Public W...,4.1,(380 Reviews),Private,"Delhi/NCR,New Delhi + 89 more",168 years old,10k-50k Employees (India)
1,Godrej Propertie...,3.9,(379 Reviews),Public,"Mumbai,Maharashtra + 20 more",32 years old,1k-5k Employees (India)
2,Ebix Software In...,3.3,(379 Reviews),Public,"Atlanta,Georgia + 23 more",46 years old,1k-5k Employees (India)
3,Border Security ...,4.4,(379 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 55 more",57 years old,1 Lakh+ Employees (India)
4,Saudi Binladin G...,4.2,(379 Reviews),Private,"Jeddah,Riyadh + 25 more",91 years old,201-500 Employees (India)
5,Timken,4.1,(378 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 25 more",24 years old,501-1k Employees (India)
6,Fino Paytech,4.3,(378 Reviews),4.3,4.3,4.3,4.3
7,Allianz Technolo...,4.4,(790 Reviews),4.4,4.4,4.4,4.4
8,India Japan Ligh...,4.2,(377 Reviews),Private,"Chennai,Tamil Nadu + 17 more",26 years old,501-1k Employees (India)
9,le méridien,3.9,(377 Reviews),Private,Paris + 22 more,50 years old,5k-10k Employees (India)
10,uFaber,4.0,(376 Reviews),Private,"Mumbai,Maharashtra + 14 more",9 years old,501-1k Employees (India)
11,Wheelseye Techno...,4.0,(376 Reviews),Private,"Gurgaon,Haryana + 90 more",5 years old,11-50 Employees (India)
12,Willis Towers Wa...,3.9,(448 Reviews),Private,London + 14 more,6 years old,1k-5k Employees (India)
13,Allscripts,4.3,(377 Reviews),Private,"Chicago,Illinois + 4 more",36 years old,1k-5k Employees (India)
14,Artech Infosyste...,3.6,(375 Reviews),Private,"Morristown,New Jersey + 14 more",30 years old,201-500 Employees (India)
15,Sri Chaitanya Sc...,4.0,(375 Reviews),4.0,4.0,4.0,4.0
16,Baxter Internati...,4.0,(500 Reviews),Private,"Deerfield,Illinois + 22 more",26 years old,1k-5k Employees (India)
17,Dhanuka Agritech,3.8,(417 Reviews),Public,"Gurgaon/Gurugram,Haryana + 57 more",40 years old,1k-5k Employees (India)
18,Michelin,3.8,(373 Reviews),Private,Clermont-Ferrand + 33 more,13 years old,5k-10k Employees (India)
19,Courtyard by Mar...,4.3,(373 Reviews),Public,"Bethesda,Maryland + 31 more",95 years old,1k-5k Employees (India)
20,Leadec,3.8,(373 Reviews),Private,Stuttgart + 30 more,60 years old,501-1k Employees (India)
21,Pernod Ricard,4.1,(378 Reviews),Private,Paris + 69 more,47 years old,501-1k Employees (India)
22,Medplus(optival ...,3.8,(372 Reviews),Private,Hyderabad + 38 more,16 years old,501-1k Employees (India)
23,Sun Knowledge,4.4,(372 Reviews),Private,"New York,New York + 2 more",16 years old,51-200 Employees (India)
24,HBL Power System...,3.9,(371 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 34 more",45 years old,1k-5k Employees (India)
25,Gayatri Projects,3.9,(370 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 61 more",59 years old,1k-5k Employees (India)
26,Eris Lifescience...,3.9,(370 Reviews),Public,"Ahmedabad,Gujarat + 54 more",15 years old,1k-5k Employees (India)
27,Essjay Ericsson,4.0,(370 Reviews),Private,Delhi + 65 more,51 years old,1k-5k Employees (India)
28,RAMTeCH Software...,3.9,(370 Reviews),Private,"Noida,Uttar Pradesh + 24 more",30 years old,1k-5k Employees (India)
29,Fusion Microfina...,4.2,(369 Reviews),Private,"Delhi,NCT + 107 more",12 years old,5k-10k Employees (India)
0,Photon Interacti...,4.0,(369 Reviews),Private,London + 5 more,23 years old,1k-5k Employees (India)
1,Progressive Info...,3.8,(369 Reviews),Private,"Noida,Uttar Pradesh + 35 more",24 years old,1k-5k Employees (India)
2,J B Chemicals An...,4.0,(369 Reviews),Public,"Mumbai,Maharashtra + 37 more",46 years old,501-1k Employees (India)
3,Government of In...,4.1,(369 Reviews),Govt Organisation,New Delhi + 95 more,72 years old,1 Lakh+ Employees (Global)
4,General Mills,4.4,(381 Reviews),Private,"Minneapolis,Minnesota + 32 more",26 years old,1k-5k Employees (India)
